Gene_ID,Product description,Gene Identification,MIS,MFS
PF3D7_0516700,"ubiquitin carboxyl-terminal hydrolase 2, putative",Mutable in CDS,0.613,-1.588
PF3D7_0516800,transcription factor with AP2 domain(s),Mutable in CDS,1,-1.215
PF3D7_0516900,60S ribosomal protein L2,Non - Mutable in CDS,0.979,-1.816
PF3D7_0517000,"60S ribosomal protein L12, putative",Non - Mutable in CDS,0.128,0
PF3D7_0517100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.129,-3.189
PF3D7_0517200,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.99,-2.667
PF3D7_0517300,serine/arginine-rich splicing factor 1,Non - Mutable in CDS,0.822,-2.528
PF3D7_0517400,"FACT complex subunit SPT16, putative",Non - Mutable in CDS,0.123,-2.94
PF3D7_0517500,"UTP--glucose-1-phosphate uridylyltransferase, putative",Mutable in CDS,1,-1.555
PF3D7_0517600,"F-actin-capping protein subunit beta, putative",Mutable in CDS,1,-0.154
PF3D7_0517700,"eukaryotic translation initiation factor 3 subunit B, putative",Non - Mutable in CDS,0.147,-2.861
PF3D7_0517800,"apicortin, putative",Non - Mutable in CDS,0.237,-2.461
PF3D7_0517900,"zinc finger protein, putative",Non - Mutable in CDS,0.146,-2.923
PF3D7_0518000,"conserved protein, unknown function",Mutable in CDS,1,0.42
PF3D7_0518100,"RAP protein, putative",Mutable in CDS,1,-2.261
PF3D7_0518200,SWIB/MDM2 domain-containing protein,Non - Mutable in CDS,0.353,0
PF3D7_0518300,"proteasome subunit beta type-1, putative",Non - Mutable in CDS,0.135,-3.04
PF3D7_0518400,"cyclin, putative",Mutable in CDS,1,0.493
PF3D7_0518500,"ATP-dependent RNA helicase DDX23, putative",Non - Mutable in CDS,0.515,-2.462
PF3D7_0518600,"WD repeat-containing protein 26, putative",Mutable in CDS,1,-2.345
PF3D7_0518700,mRNA-binding protein PUF1,Mutable in CDS,1,-1.712
PF3D7_0518800,"secreted ookinete protein, putative",Non - Mutable in CDS,0.972,-2.538
PF3D7_0518900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.185,-2.703
PF3D7_0519000,"histone RNA hairpin-binding protein, putative",Non - Mutable in CDS,0.138,-3.207
PF3D7_0519100,"mitochondrial ribosomal protein L14 precursor, putative",Non - Mutable in CDS,0.282,-2.673
PF3D7_0519200,V-type proton ATPase 16 kDa proteolipid subunit,Non - Mutable in CDS,0.776,0
PF3D7_0519300,"protoheme IX farnesyltransferase, putative",Non - Mutable in CDS,0.175,-3.179
PF3D7_0519400,40S ribosomal protein S24,Non - Mutable in CDS,0.88,-2.297
PF3D7_0519500,"carbon catabolite repressor protein 4, putative",Mutable in CDS,1,-2.086
PF3D7_0519600,"zinc finger protein, putative",Non - Mutable in CDS,0.347,-2.545
PF3D7_0519700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.318,-2.421
PF3D7_0519800,"EELM2 domain-containing protein, putative",Non - Mutable in CDS,0.459,-2.562
PF3D7_0519900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.119,-2.945
PF3D7_0520000,"40S ribosomal protein S9, putative",Non - Mutable in CDS,0.128,-2.999
PF3D7_0520100,"protein phosphatase PPM9, putative",Non - Mutable in CDS,0.12,-3.017
PF3D7_0520200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.122,-3.005
PF3D7_0520300,"U6 snRNA-associated Sm-like protein LSm2, putative",Non - Mutable in CDS,0.431,0
PF3D7_0520400,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.836,-3.049
PF3D7_0520500,"phosphomethylpyrimidine kinase, putative",Mutable in CDS,0.999,-0.277
PF3D7_0520600,bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],Non - Mutable in CDS,0.129,-3.063
PF3D7_0520700,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.999,-2.795
PF3D7_0520800,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.126,-2.898
PF3D7_0520900,adenosylhomocysteinase,Non - Mutable in CDS,0.194,-2.678
PF3D7_0521000,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.355
PF3D7_0521100,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.791
PF3D7_0521200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.127,-3.168
PF3D7_0521300,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.514
PF3D7_0521400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.195,-3.297
PF3D7_0521500,"ribosomal large subunit pseudouridylate synthase, putative",Non - Mutable in CDS,0.121,-3.016
PF3D7_0521600,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.993
PF3D7_0521700,"ATP-dependent RNA helicase DDX1, putative",Mutable in CDS,1,-1.064
PF3D7_0521800,"nucleotide binding protein, putative",Non - Mutable in CDS,0.145,-2.685
PF3D7_0521900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.109
PF3D7_0522000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.119,-2.964
PF3D7_0522100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.719,-2.356
PF3D7_0522200,"transcription initiation factor TFIID subunit 10, putative",Mutable in CDS,0.372,-0.499
PF3D7_0522300,"S-adenosylmethionine-dependent methyltransferase, putative",Non - Mutable in CDS,0.178,-2.456
PF3D7_0522400,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.985
PF3D7_0522500,"50S ribosomal protein L17, apicoplast, putative",Non - Mutable in CDS,0.129,-3.131
PF3D7_0522600,inner membrane complex protein,Non - Mutable in CDS,0.248,-2.62
PF3D7_0522700,"iron-sulfur assembly protein, putative",Non - Mutable in CDS,0.191,-3.728
PF3D7_0522800,"pre-mRNA-splicing factor BUD31, putative",Non - Mutable in CDS,0.958,-1.984
PF3D7_0522900,"zinc finger protein, putative",Mutable in CDS,1,-2.057
PF3D7_0523000,multidrug resistance protein 1,Non - Mutable in CDS,0.128,-2.943
PF3D7_0523100,"mitochondrial-processing peptidase subunit alpha, putative",Non - Mutable in CDS,0.133,-2.983
PF3D7_0523200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.124,-3.115
PF3D7_0523300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-2.916
PF3D7_0523400,"DnaJ protein, putative",Non - Mutable in CDS,0.23,-2.787
PF3D7_0523500,"dynein light chain Tctex-type, putative",Mutable in CDS,0.994,-0.879
PF3D7_0523600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.131,-3.406
PF3D7_0523700,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,0.127,-3.189
PF3D7_0523800,"transporter, putative",Non - Mutable in CDS,0.123,-3.016
PF3D7_0523900,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,0.399,-2.243
PF3D7_0524000,karyopherin beta,Non - Mutable in CDS,0.14,-2.943
PF3D7_0524100,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.17,-2.809
PF3D7_0524200,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,1,0
PF3D7_0524300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.554,-2.445
PF3D7_0524400,"ribosome-interacting GTPase 1, putative",Non - Mutable in CDS,0.123,-2.942
PF3D7_0524500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.149,-3.171
PF3D7_0524600,"50S ribosomal protein L12, apicoplast, putative",Non - Mutable in CDS,0.123,-2.957
PF3D7_0524700,"mitochondrial import receptor subunit TOM22, putative",Non - Mutable in CDS,0.466,-2.532
PF3D7_0524800,"ubiquitin fusion degradation protein 1, putative",Mutable in CDS,1,-2.389
PF3D7_0524900,"tRNA-YW synthesizing protein, putative",Mutable in CDS,0.989,-2.918
PF3D7_0525000,"zinc finger protein, putative",Mutable in CDS,0.996,-0.466
PF3D7_0525100,acyl-CoA synthetase,Non - Mutable in CDS,0.12,-2.96
PF3D7_0525200,"structural maintenance of chromosomes protein 6, putative",Non - Mutable in CDS,0.128,-3.082
PF3D7_0525300,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.908,-2.321
PF3D7_0525400,"G-protein coupled receptor, putative",Mutable in CDS,1,-2.179
PF3D7_0525500,"WD repeat-containing protein, putative",Mutable in CDS,1,-2.259
PF3D7_0525600,"RNA methyltransferase, putative",Non - Mutable in CDS,0.125,-3.225
PF3D7_0525700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.159,-3.504
PF3D7_0525800,"inner membrane complex protein 1g, putative",Non - Mutable in CDS,0.244,-2.655
PF3D7_0525900,NIMA related kinase 2,Non - Mutable in CDS,0.754,0
PF3D7_0526000,"RAP protein, putative",Non - Mutable in CDS,0.143,-2.945
PF3D7_0526100,"conserved Plasmodium membrane protein, unknown function",Non - Mutable in CDS,0.148,-2.96
PF3D7_0526200.1,"ADP-ribosylation factor GTPase-activating protein, putative",Mutable in CDS,0.993,-1.737
PF3D7_0526300,"nucleolar Jumonji domain interacting protein, putative",Non - Mutable in CDS,0.169,-2.932
PF3D7_0526400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.13,-3.135
PF3D7_0526500,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-3.014
PF3D7_0526600,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.03
PF3D7_0526700,"conserved protein, unknown function",Mutable in CDS,0.793,-1.917
PF3D7_0526800,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.652,-2.449
PF3D7_0526900,"transmembrane emp24 domain-containing protein, putative",Non - Mutable in CDS,0.264,-2.709
PF3D7_0527000,"DNA replication licensing factor MCM3, putative",Non - Mutable in CDS,0.418,-2.514
PF3D7_0527100,"ubiquitin-conjugating enzyme E2 N, putative",Non - Mutable in CDS,0.146,-3.121
PF3D7_0527200,ubiquitin carboxyl-terminal hydrolase 14,Non - Mutable in CDS,0.179,-2.737
PF3D7_0527300,"methionine aminopeptidase 1a, putative",Mutable in CDS,1,-1.857
PF3D7_0527400,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.567
PF3D7_0527500,Hsc70-interacting protein,Non - Mutable in CDS,0.784,-2.619
PF3D7_0527600,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,0.634
PF3D7_0527900,"ATP-dependent RNA helicase DDX41, putative",Non - Mutable in CDS,0.451,-2.737
PF3D7_0528000,"proteasome maturation factor UMP1, putative",Non - Mutable in CDS,0.146,-3.188
PF3D7_0528100,"AP-1 complex subunit beta, putative",Non - Mutable in CDS,0.12,-2.959
PF3D7_0528200,"eukaryotic translation initiation factor 3 subunit E, putative",Non - Mutable in CDS,0.128,-3.124
PF3D7_0528300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.62,-2.418
PF3D7_0528400,palmitoyltransferase DHHC7,Non - Mutable in CDS,0.394,-2.585
PF3D7_0528500,"F-actin-capping protein subunit alpha, putative",Mutable in CDS,0.934,-2.403
PF3D7_0528600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.149,-3.225
PF3D7_0528700,peptidyl-prolyl cis-trans isomerase,Mutable in CDS,0.996,-1.833
PF3D7_0528800,"nucleolar preribosomal GTPase, putative",Non - Mutable in CDS,0.17,-3.22
PF3D7_0528900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.203,-2.613
PF3D7_0529000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.12,-2.901
PF3D7_0529100,"thioredoxin-like protein, putative",Non - Mutable in CDS,0.173,-3.487
PF3D7_0529200,"sugar transporter, putative",Mutable in CDS,0.98,-2.781
PF3D7_0529300,apicoplast TIC22 protein,Non - Mutable in CDS,0.449,-2.708
PF3D7_0529400.1,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.175,-2.709
PF3D7_0529500,"cell cycle regulator protein, putative",Non - Mutable in CDS,0.5,-2.461
PF3D7_0529700,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.177,-2.815
PF3D7_0529800,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.986,-2.7
PF3D7_0529900,"RING zinc finger protein, putative",Mutable in CDS,1,-2.773
PF3D7_0530000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.955,-2.303
PF3D7_0530100,"SNARE protein, putative",Non - Mutable in CDS,0.12,-3.125
PF3D7_0530200,phosphoenolpyruvate/phosphate translocator,Mutable in CDS,0.512,-3.138
PF3D7_0530300,"conserved Plasmodium membrane protein, unknown function",Mutable in CDS,1,-0.452
PF3D7_0530400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.121,-3.034
PF3D7_0530500,"conserved Plasmodium membrane protein, unknown function",Mutable in CDS,1,1.423
PF3D7_0530600,"XAP-5 DNA binding protein, putative",Non - Mutable in CDS,0.189,-2.653
PF3D7_0530700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.009
PF3D7_0530800,CPW-WPC family protein,Mutable in CDS,1,1.343
PF3D7_0530900,formin 1,Mutable in CDS,0.913,-2.924
PF3D7_0531000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.121,-3.156
PF3D7_0531100,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.184
PF3D7_0531200,"mitochondrial ribosomal protein S16 precursor, putative",Non - Mutable in CDS,0.129,-2.9
PF3D7_0531300,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.229,-2.266
PF3D7_0531400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.131,-3.207
PF3D7_0532100,early transcribed membrane protein 5,Non - Mutable in CDS,0.998,-2.57
PF3D7_0532200,"Plasmodium exported protein (PHISTc), unknown function",Non - Mutable in CDS,0.599,-2.405
PF3D7_0532300,"Plasmodium exported protein (PHISTb), unknown function",Mutable in CDS,1,0.751
PF3D7_0532400,lysine-rich membrane-associated PHISTb protein,Mutable in CDS,1,-1.218
PF3D7_0532500,"Plasmodium exported protein, unknown function",Non - Mutable in CDS,0.121,-3.3
PF3D7_0532600,"Plasmodium exported protein, unknown function",Non - Mutable in CDS,0.121,-3.222
PF3D7_0532700,"erythrocyte membrane protein 1 (PfEMP1), pseudogene",Non - Mutable in CDS,0.203,-2.772
PF3D7_0532800,"stevor, pseudogene",Non - Mutable in CDS,1,-2.317
PF3D7_0532900,rifin,Non - Mutable in CDS,0.984,-1.988
PF3D7_0533000,"rifin, pseudogene",Non - Mutable in CDS,0.28,-2.7
PF3D7_0600100,"erythrocyte membrane protein 1 (PfEMP1), pseudogene",Non - Mutable in CDS,0.978,0
PF3D7_0600200,"erythrocyte membrane protein 1, PfEMP1",Mutable in CDS,1,-0.779
PF3D7_0600300,rifin,Non - Mutable in CDS,0.203,-2.637
PF3D7_0600400,"erythrocyte membrane protein 1, PfEMP1",Mutable in CDS,1,-2.601
PF3D7_0600500,rifin,Non - Mutable in CDS,0.922,-2.04
PF3D7_0600600,"erythrocyte membrane protein 1 (PfEMP1), exon 2",Non - Mutable in CDS,0.999,-1.962
PF3D7_0600700,rifin,Mutable in CDS,0.995,-2.537
PF3D7_0600800,"rifin, pseudogene",Non - Mutable in CDS,0.994,-1.981
PF3D7_0600900,"rifin, pseudogene",Mutable in CDS,1,2.109
PF3D7_0601000,exported protein family 4,Non - Mutable in CDS,0.151,-3.167
PF3D7_0601100,exported protein family 3,Non - Mutable in CDS,0.12,-2.914
PF3D7_0601200,Pfmc-2TM Maurer's cleft two transmembrane protein,Mutable in CDS,0.668,-2.11
PF3D7_0601300,exported protein family 1,Non - Mutable in CDS,0.127,-2.831
PF3D7_0601400,"erythrocyte membrane protein 1 (PfEMP1), pseudogene",Mutable in CDS,1,-0.59
PF3D7_0601500,"Plasmodium exported protein (PHISTb), unknown function",Mutable in CDS,1,-1.422
PF3D7_0601600,"tetratricopeptide repeat protein, putative",Mutable in CDS,1,-2.192
PF3D7_0601700,"Plasmodium exported protein (PHISTa), unknown function, pseudogene",Mutable in CDS,0.981,-2.212
PF3D7_0601900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.32,-2.353
PF3D7_0602000,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.627
PF3D7_0602100,"ATP-dependent RNA helicase, putative",Non - Mutable in CDS,0.122,-3.01
PF3D7_0602200,"MYND finger protein, putative",Non - Mutable in CDS,0.143,-3.003
PF3D7_0602300,"liver merozoite formation protein, putative",Mutable in CDS,0.795,-3.057
PF3D7_0602400,elongation factor G,Non - Mutable in CDS,0.283,-2.705
PF3D7_0602500,"geranylgeranyltransferase, putative",Non - Mutable in CDS,0.158,-3.256
PF3D7_0602600,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.16,-2.899
PF3D7_0602700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-0.332
PF3D7_0602800,JmjC domain containing protein,Mutable in CDS,0.999,-1.838
PF3D7_0602900,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.752,-2.983
PF3D7_0603000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.128,-2.909
PF3D7_0603100,"RNA-binding protein, putative",Non - Mutable in CDS,0.129,-2.971
PF3D7_0603200,"mitochondrial chaperone BCS1, putative",Non - Mutable in CDS,0.226,-2.638
PF3D7_0603300,dihydroorotate dehydrogenase,Non - Mutable in CDS,0.125,-3.099
PF3D7_0603400,trophozoite exported protein 1,Mutable in CDS,0.998,-2.087
PF3D7_0603500,cation/H+ antiporter,Mutable in CDS,0.63,-2.908
PF3D7_0603600,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.564
PF3D7_0603700,phenylalanine--tRNA ligase,Non - Mutable in CDS,0.137,-2.866
PF3D7_0603800,"centrosomal protein CEP76, putative",Non - Mutable in CDS,0.201,-2.712
PF3D7_0603900,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.638
PF3D7_0604000,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.126,-2.946
PF3D7_0604100,transcription factor with AP2 domain(s),Mutable in CDS,0.999,-2.576
PF3D7_0604200,"mitochondrial ribosomal protein L41, putative",Non - Mutable in CDS,0.393,-3.536
PF3D7_0604300,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.998,-2.697
PF3D7_0604400,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.49,-2.574
PF3D7_0604500,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-1.601
PF3D7_0604600,"DNA helicase, putative",Mutable in CDS,1,-0.592
PF3D7_0604700,glyoxalase I,Non - Mutable in CDS,0.12,-2.821
PF3D7_0604800,"RAP protein, putative",Non - Mutable in CDS,0.149,-3.198
PF3D7_0604900,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.13,-3.295
PF3D7_0605000,"50S ribosomal protein L24, putative",Non - Mutable in CDS,0.126,-2.949
PF3D7_0605100,"RNA-binding protein, putative",Non - Mutable in CDS,0.597,-2.506
PF3D7_0605200,"conserved Plasmodium protein, unknown function",Non - Mutable in CDS,0.156,0
PF3D7_0605300,serine/threonine protein kinase,Non - Mutable in CDS,0.226,-2.708
PF3D7_0605400,"calcium-binding protein, putative",Non - Mutable in CDS,0.166,-2.774
PF3D7_0605500,"cyclin dependent kinase binding protein, putative",Mutable in CDS,1,-1.207
PF3D7_0605600,"nucleoside diphosphate kinase, putative",Mutable in CDS,1,-1.684
PF3D7_0605700,"conserved Plasmodium protein, unknown function",Mutable in CDS,1,-2.086
PF3D7_0605800,"DNA repair protein RAD50, putative",Mutable in CDS,1,-0.031
PF3D7_0605900,"long chain polyunsaturated fatty acid elongation enzyme, putative",Non - Mutable in CDS,0.164,-2.845
PF3D7_0606000,"conserved Plasmodium protein, unknown function",Mutable in CDS,0.96,-2.925
